,X,Y,Z,R,Phi,ar,Vcirc
169,-19.333334,-8.222222,0.0,21.00911,3.543707,-6.607860540182041e-14,206.98182764058026
170,-19.333334,-7.7777777,0.0,20.839184,3.5240793,-6.684347294742832e-14,207.33270632643317
171,-19.333334,-7.3333335,0.0,20.677416,3.504137,-6.775080469946525e-14,207.92337729984862
172,-19.333334,-6.888889,0.0,20.524,3.4838884,-6.836372582884274e-14,208.08550438486955
173,-19.333334,-6.4444447,0.0,20.379122,3.4633434,-6.914165548680471e-14,208.5261764497665
174,-19.333334,-6.0,0.0,20.24297,3.442513,-7.004973317700561e-14,209.18874482153402
175,-19.333334,-5.5555553,0.0,20.115715,3.4214098,-6.634964598030298e-14,202.94810620194022
176,-19.333334,-5.111111,0.0,19.99753,3.4000478,-7.146135903819684e-14,210.00119922778848
177,-19.333334,-4.6666665,0.0,19.888578,3.3784416,-7.186547883825716e-14,210.01968059598428
178,-19.333334,-4.2222223,0.0,19.789011,3.3566077,-7.303037202620676e-14,211.18436510027817
179,-19.333334,-3.7777777,0.0,19.698969,3.3345637,-7.307576521124874e-14,210.76883444474143
180,-19.333334,-3.3333333,0.0,19.618586,3.312328,-7.334098487253608e-14,210.7197180047683
181,-19.333334,-2.8888888,0.0,19.547977,3.2899206,-7.41320629602889e-14,211.4715353804247
182,-19.333334,-2.4444444,0.0,19.487255,3.267362,-7.499029074502815e-14,212.36151487748583
183,-19.333334,-2.0,0.0,19.436506,3.2446744,-7.555527179241146e-14,212.88224835080655
184,-19.333334,-1.5555556,0.0,19.395813,3.2218797,-7.561157581677374e-14,212.73850332093713
185,-19.333334,-1.1111112,0.0,19.365236,3.1990008,-7.567822290946472e-14,212.66441398748697
186,-19.333334,-0.6666667,0.0,19.344824,3.1760619,-7.588384859109326e-14,212.8408697128995
187,-19.333334,-0.22222222,0.0,19.33461,3.1530867,-7.616656448112752e-14,213.18068451110983
188,-19.333334,0.22222222,0.0,19.33461,3.1300988,-7.576905719797464e-14,212.62367023103604
189,-19.333334,0.6666667,0.0,19.344824,3.1071236,-7.618371536900402e-14,213.26099190460926
190,-19.333334,1.1111112,0.0,19.365236,3.0841846,-7.637201999438226e-14,213.6370143007486
191,-19.333334,1.5555556,0.0,19.395813,3.0613058,-7.608187460583797e-14,213.39908712926174
192,-19.333334,2.0,0.0,19.436506,3.038511,-7.579737056908415e-14,213.22304066728682
193,-19.333334,2.4444444,0.0,19.487255,3.0158234,-7.590313962895869e-14,213.65013232719193
194,-19.333334,2.8888888,0.0,19.547977,2.993265,-7.61189362562363e-14,214.28670689599113
195,-19.333334,3.3333333,0.0,19.618586,2.9708574,-7.602856573699625e-14,214.54589353468228
196,-19.333334,3.7777777,0.0,19.698969,2.9486217,-7.487398138013124e-14,213.3463275705788
197,-19.333334,4.2222223,0.0,19.789011,2.9265778,-7.393834881563727e-14,212.49312316158625
198,-19.333334,4.6666665,0.0,19.888578,2.904744,-7.37474898200511e-14,212.7519028753544
199,-19.333334,5.111111,0.0,19.99753,2.8831377,-7.345504267320917e-14,212.9104348046025
200,-19.333334,5.5555553,0.0,20.115715,2.8617756,-7.264804401692124e-14,212.36241767951702
201,-19.333334,6.0,0.0,20.24297,2.8406725,-7.22309320853672e-14,212.42062433083234
202,-19.333334,6.4444447,0.0,20.379122,2.819842,-7.160057246248619e-14,212.20173988100086
203,-19.333334,6.888889,0.0,20.524,2.799297,-7.08481850131143e-14,211.83286017889293
204,-19.333334,7.3333335,0.0,20.677416,2.7790484,-7.050738399615527e-14,212.111098262586
205,-19.333334,7.7777777,0.0,20.839184,2.7591062,-6.980482616134776e-14,211.87564538931082
206,-19.333334,8.222222,0.0,21.00911,2.7394786,-6.9325213017376e-14,212.00562772746505
207,-19.333334,8.666667,0.0,21.186998,2.7201734,-6.862354717953746e-14,211.82111949973293
208,-19.333334,9.111111,0.0,21.372648,2.7011967,-6.750417195225609e-14,211.0048496292145
209,-19.333334,9.555555,0.0,21.565863,2.6825533,-6.693436671417599e-14,211.06001164165193
210,-19.333334,10.0,0.0,21.766438,2.6642473,-6.60527847506191e-14,210.6382336350753
211,-19.333334,10.444445,0.0,21.97417,2.6462815,-6.511965276809924e-14,210.14073441301963
212,-18.88889,-10.888889,0.0,21.802708,3.6645317,-5.802047972913696e-14,197.58038823792924
213,-18.88889,-10.444445,0.0,21.584173,3.6466913,-6.32893373206261e-14,205.31985255697927
214,-18.88889,-10.0,0.0,21.372648,3.628492,-6.430412444788898e-14,205.9427674771792
215,-18.88889,-9.555555,0.0,21.168343,3.6099353,-6.50718691562736e-14,206.17596196305232
216,-18.88889,-9.111111,0.0,20.971468,3.5910234,-6.660814007088959e-14,207.62327156230398
217,-18.88889,-8.666667,0.0,20.782234,3.5717602,-6.792172542425484e-14,208.71248695367805
218,-18.88889,-8.222222,0.0,20.600851,3.5521502,-6.81237430998645e-14,208.108487690024
219,-18.88889,-7.7777777,0.0,20.427528,3.5321999,-6.932239333603249e-14,209.04637752266927
220,-18.88889,-7.3333335,0.0,20.262476,3.5119162,-6.978015425025854e-14,208.88640701501646
221,-18.88889,-6.888889,0.0,20.105892,3.4913082,-7.068927200966081e-14,209.42879314993925
222,-18.88889,-6.4444447,0.0,19.957981,3.4703856,-7.134549777283927e-14,209.62329857974945
223,-18.88889,-6.0,0.0,19.818933,3.4491599,-7.243395484042749e-14,210.4792075381402
224,-18.88889,-5.5555553,0.0,19.688938,3.4276443,-7.28405797763898e-14,210.3758119093617
225,-18.88889,-5.111111,0.0,19.568178,3.4058528,-7.334552627784769e-14,210.4553509925679
226,-18.88889,-4.6666665,0.0,19.456821,3.3838015,-7.438994600521088e-14,211.3445384326092
227,-18.88889,-4.2222223,0.0,19.355032,3.3615072,-7.49705760435828e-14,211.61201919573622
228,-18.88889,-3.7777777,0.0,19.262962,3.3389883,-7.649301522458569e-14,213.2408420798987
229,-18.88889,-3.3333333,0.0,19.180752,3.316265,-7.599920520637494e-14,212.09737761286516
230,-18.88889,-2.8888888,0.0,19.108526,3.293358,-7.685981176041736e-14,212.89291843167754
231,-18.88889,-2.4444444,0.0,19.046402,3.2702894,-7.78400677759542e-14,213.8976614984283
